,text
422,"['white', 'hous', 'run', 'smoothli', 'result', 'nation', 'obvious', 'good', 'envi', 'world', 'anytim', 'even', 'think', 'make', 'chang', 'fake', 'news', 'media', 'goe', 'crazi', 'alway', 'seek', 'make', 'us', 'look', 'bad', 'possibl', 'dishonest']"
423,"['pledg', 'hire', 'american', 'includ', 'leav', 'prison', 'look', 'fresh', 'start', 'new', 'job', 'new', 'life', 'legisl', 'support', 'today', 'contain', 'mani', 'signific', 'reform', 'read']"
424,"['grate', 'today', 'w', 'member', 'hous', 'amp', 'senat', 'pour', 'time', 'heart', 'energi', 'crucial', 'issu', 'prison', 'reform', 'work', 'togeth', 'w', 'admin', 'last', 'two', 'year', 'member', 'reach', 'bipartisan', 'agreement']"
425,"['spoke', 'governor', 'jerri', 'brown', 'let', 'know', 'peopl', 'california', 'way']"
426,"['brief', 'brock', 'california', 'thank', 'great', 'firefight', 'first', 'respond', 'incred', 'job', 'w', 'california', 'wildfir', 'nation', 'appreci', 'heroism', 'courag', 'amp', 'geniu', 'god', 'bless']"
427,"['seen', 'mani', 'year', 'america', 'steelwork', 'get', 'hard', 'earn', 'rais', 'administr', 'polici', 'help', 'bring', 'back', 'u', 'steel', 'industri', 'critic', 'nation', 'secur', 'alway', 'protect', 'america', 'worker']"
428,"['boom', 'record', 'high', 'busi', 'optim', 'need', 'employe', 'year', 'high']"
429,"['great', 'honor', 'host', 'celebr', 'diwali', 'hindu', 'festiv', 'light', 'roosevelt', 'room', 'afternoon', 'special', 'peopl']"
430,"['today', 'gather', 'diwali', 'holiday', 'observ', 'buddhist', 'sikh', 'jain', 'throughout', 'unit', 'state', 'amp', 'around', 'world', 'hundr', 'million', 'peopl', 'gather', 'famili', 'amp', 'friend', 'light', 'diya', 'mark', 'begin', 'new', 'year']"
431,"['today', 'gather', 'diwali', 'holiday', 'observ', 'buddhist', 'sikh', 'jain', 'throughout', 'unit', 'state', 'amp', 'around', 'world', 'hundr', 'million', 'peopl', 'gather', 'famili', 'amp', 'friend', 'light', 'diya', 'mark', 'begin', 'new', 'year']"
432,"['mourn', 'live', 'lost', 'pray', 'victim', 'california', 'wildfir', 'want', 'thank', 'firefight', 'first', 'respond', 'incred', 'courag', 'face', 'grave', 'danger']"
433,"['stori', 'new', 'york', 'time', 'concern', 'north', 'korea', 'develop', 'missil', 'base', 'inaccur', 'fulli', 'know', 'site', 'discuss', 'noth', 'new', 'noth', 'happen', 'normal', 'fake', 'news', 'first', 'let', 'know', 'thing', 'go', 'bad']"
434,"['bill', 'nelson', 'conced', 'florida', 'charact', 'run', 'broward', 'palm', 'beach', 'vote', 'abl', 'find', 'enough', 'vote', 'much', 'spotlight']"
435,"['way', 'helicopt', 'fli', 'first', 'cemeteri', 'franc', 'almost', 'zero', 'visibl', 'suggest', 'drive', 'secret', 'servic', 'said', 'far', 'airport', 'amp', 'big', 'pari', 'shutdown', 'speech', 'next', 'day', 'american', 'cemeteri', 'pour', 'rain', 'littl', 'report', 'fake', 'news']"
436,"['way', 'helicopt', 'fli', 'first', 'cemeteri', 'franc', 'almost', 'zero', 'visibl', 'suggest', 'drive', 'secret', 'servic', 'said', 'far', 'airport', 'amp', 'big', 'pari', 'shutdown', 'speech', 'next', 'day', 'american', 'cemetari', 'pour', 'rain', 'littl', 'report', 'fake', 'news']"
437,"['make', 'franc', 'great']"
438,"['problem', 'emmanuel', 'suffer', 'low', 'approv', 'rate', 'franc', 'unemploy', 'rate', 'almost', 'tri', 'get', 'onto', 'anoth', 'subject', 'way', 'countri', 'nationalist', 'franc', 'proud', 'peopl', 'right']"
439,"['trade', 'franc', 'make', 'excel', 'wine', 'u', 'problem', 'franc', 'make', 'hard', 'u', 'sell', 'wine', 'franc', 'charg', 'big', 'tariff', 'wherea', 'u', 'make', 'easi', 'french', 'wine', 'charg', 'small', 'tariff', 'fair', 'must', 'chang']"
440,"['emmanuel', 'macron', 'suggest', 'build', 'armi', 'protect', 'europ', 'u', 'china', 'russia', 'germani', 'world', 'war', 'one', 'amp', 'two', 'work', 'franc', 'start', 'learn', 'german', 'pari', 'u', 'came', 'along', 'pay', 'nato']"
441,"['approv', 'expedit', 'request', 'major', 'disast', 'declar', 'state', 'california', 'want', 'respond', 'quickli', 'order', 'allevi', 'incred', 'suffer', 'go', 'way', 'god', 'bless', 'victim', 'famili', 'affect']"
442,"['hope', 'saudi', 'arabia', 'opec', 'cut', 'oil', 'product', 'oil', 'price', 'much', 'lower', 'base', 'suppli']"
443,"['american', 'cabl', 'associ', 'big', 'problem', 'comcast', 'say', 'comcast', 'routin', 'violat', 'antitrust', 'law', 'guy', 'act', 'much', 'wors', 'much', 'potenti', 'damag', 'consum', 'anyth', 'amp', 'time', 'warner', 'would', 'charli', 'gasparino']"
444,"['california', 'fire', 'fighter', 'fema', 'first', 'respond', 'amaz', 'brave', 'thank', 'god', 'bless']"
445,"['prospect', 'presidenti', 'harass', 'dem', 'caus', 'stock', 'market', 'big', 'headach']"
446,"['florida', 'elect', 'call', 'favor', 'rick', 'scott', 'ron', 'desanti', 'larg', 'number', 'new', 'ballot', 'show', 'nowher', 'mani', 'ballot', 'miss', 'forg', 'honest', 'vote', 'count', 'longer', 'possibl', 'ballot', 'massiv', 'infect', 'must', 'go', 'elect', 'night']"
447,"['money', 'spent', 'protect', 'countri', 'get', 'noth', 'trade', 'deficit', 'loss', 'time', 'rich', 'countri', 'either', 'pay', 'unit', 'state', 'great', 'militari', 'protect', 'protect', 'trade', 'must', 'made', 'free', 'fair']"
448,"['hundr', 'billion', 'dollar', 'great', 'privileg', 'lose', 'hundr', 'billion', 'dollar', 'countri', 'trade', 'told', 'situat', 'cannot', 'continu', 'alway', 'ridicul', 'unfair', 'unit', 'state', 'massiv', 'amount']"
449,"['return', 'franc', 'much', 'accomplish', 'meet', 'world', 'leader', 'never', 'easi', 'bring', 'fact', 'u', 'must', 'treat', 'fairli', 'militari', 'trade', 'pay', 'larg', 'portion', 'countri', 'militari', 'protect']"
450,"['exactli', 'year', 'ago', 'today', 'novemb', 'th', 'world', 'war', 'came', 'end', 'gather', 'togeth', 'hallow', 'rest', 'place', 'pay', 'tribut', 'brave', 'american', 'gave', 'last', 'breath', 'mighti', 'struggl']"
452,"['poland', 'great', 'countri', 'congratul', 'th', 'anniversari', 'independ', 'never', 'forget', 'time']"
454,"['beauti', 'ceremoni', 'today', 'pari', 'commemor', 'end', 'world', 'war', 'one', 'mani', 'world', 'leader', 'attend', 'thank', 'presid', 'franc', 'suresn', 'american', 'cemeteri', 'make', 'speech', 'honor', 'great', 'hero', 'back', 'u']"
455,"['veteran', 'day', 'th', 'anniversari', 'end', 'wwi', 'honor', 'brave', 'hero', 'fought', 'america', 'great', 'war', 'everi', 'veteran', 'worn', 'uniform', 'kept', 'nation', 'safe', 'strong', 'free']"
456,"['proper', 'forest', 'manag', 'stop', 'devast', 'constantli', 'go', 'california', 'get', 'smart']"
457,"['california', 'fire', 'expand', 'quickli', 'case', 'acr', 'minut', 'peopl', 'evacu', 'quickli', 'risk', 'overtaken', 'fire', 'pleas', 'listen', 'evacu', 'order', 'state', 'local', 'offici']"
458,"['fight', 'camp', 'woolsey', 'fire', 'california', 'burn', 'acr', 'heart', 'fight', 'fire', 'evacu', 'famili', 'die', 'destruct', 'catastroph', 'god', 'bless']"
459,"['tri', 'steal', 'two', 'big', 'elect', 'florida', 'watch', 'close']"
460,"['product', 'meet', 'call', 'countri', 'today', 'meet', 'tonight', 'world', 'leader']"
461,"['happi', 'rd', 'birthday', 'great', 'u', 'marin', 'corp']"
462,"['pari', 'get', 'readi', 'celebr', 'end', 'world', 'war', 'one', 'anyth', 'better', 'celebr', 'end', 'war', 'particular', 'one', 'one', 'bloodiest', 'worst', 'time']"
463,"['reason', 'massiv', 'deadli', 'costli', 'forest', 'fire', 'california', 'except', 'forest', 'manag', 'poor', 'billion', 'dollar', 'given', 'year', 'mani', 'live', 'lost', 'gross', 'mismanag', 'forest', 'remedi', 'fed', 'payment']"
464,"['mr', 'whitak', 'highli', 'thought', 'senat', 'ambassador', 'leonard', 'leo', 'federalist', 'societi', 'mani', 'feel', 'certain', 'make', 'outstand', 'act', 'attorney', 'gener']"
465,"['matthew', 'g', 'whitak', 'highli', 'respect', 'former', 'u', 'attorney', 'iowa', 'chosen', 'jeff', 'session', 'chief', 'staff', 'know', 'mr', 'whitak', 'likewis', 'chief', 'know', 'mr', 'whitak', 'except', 'primarili', 'travel', 'g', 'session', 'social', 'contact']"
466,"['presid', 'macron', 'franc', 'suggest', 'europ', 'build', 'militari', 'order', 'protect', 'u', 'china', 'russia', 'insult', 'perhap', 'europ', 'first', 'pay', 'fair', 'share', 'nato', 'u', 'subsid', 'greatli']"
467,"['arizona', 'signatur', 'match', 'elector', 'corrupt', 'call', 'new', 'elect', 'must', 'protect', 'democraci']"
468,"['thank', 'help', 'expos', 'potenti', 'corrupt', 'go', 'respect', 'elect', 'theft', 'broward', 'palm', 'beach', 'counti', 'world', 'watch', 'close']"
469,"['elect', 'win', 'much', 'florida', 'broward', 'counti', 'late', 'vote', 'tabul', 'probabl', 'get', 'readi', 'number', 'enough', 'peopl', 'live', 'broward', 'falsifi', 'victori']"
470,"['mayor', 'gillum', 'conced', 'elect', 'day', 'broward', 'counti', 'put', 'back', 'play', 'bill', 'nelson', 'conced', 'elect', 'back', 'play', 'embarrass', 'countri', 'democraci']"
471,"['rick', 'scott', 'vote', 'elect', 'day', 'found', 'mani', 'vote', 'vote', 'broward', 'effect', 'come', 'never', 'find', 'republican', 'vote']"
472,"['jeff', 'flake', 'want', 'protect', 'non', 'senat', 'confirm', 'special', 'counsel', 'want', 'protect', 'futur', 'unelect', 'arizona', 'crime', 'terribl', 'job', 'weak', 'ineffect', 'guy']"
473,"['soon', 'democrat', 'sent', 'best', 'elect', 'steal', 'lawyer', 'marc', 'elia', 'broward', 'counti', 'miracul', 'start', 'find', 'democrat', 'vote', 'worri', 'florida', 'send', 'much', 'better', 'lawyer', 'expos', 'fraud']"
474,"['mean', 'find', 'vote', 'florida', 'georgia', 'elect', 'tuesday', 'let', 'blame', 'russian', 'demand', 'immedi', 'apolog', 'presid', 'putin']"
475,"['ran', 'great', 'race', 'georgia', 'time', 'move']"
476,"['presidenti', 'proclam', 'address', 'mass', 'migrat', 'southern', 'border', 'unit', 'state']"
477,"['law', 'enforc', 'look', 'anoth', 'big', 'corrupt', 'scandal', 'elect', 'fraud', 'broward', 'palm', 'beach', 'florida', 'vote', 'rick', 'scott']"
478,"['great', 'braveri', 'shown', 'polic', 'california', 'highway', 'patrol', 'scene', 'within', 'minut', 'first', 'offic', 'enter', 'shot', 'numer', 'time', 'sheriff', 'sergeant', 'die', 'hospit', 'god', 'bless', 'victim', 'famili', 'victim', 'thank', 'law', 'enforc']"
479,"['fulli', 'brief', 'terribl', 'shoot', 'california', 'law', 'enforc', 'first', 'respond', 'togeth', 'fbi', 'scene', 'peopl', 'time', 'report', 'dead', 'likewis', 'shooter', 'dead', 'along', 'first', 'polic', 'offic', 'enter', 'bar']"
480,"['thank', 'attorney', 'gener', 'jeff', 'session', 'servic', 'wish', 'well', 'perman', 'replac', 'nomin', 'later', 'date']"
481,"['pleas', 'announc', 'matthew', 'g', 'whitak', 'chief', 'staff', 'attorney', 'gener', 'jeff', 'session', 'depart', 'justic', 'becom', 'new', 'act', 'attorney', 'gener', 'unit', 'state', 'serv', 'countri', 'well']"
482,"['accord', 'nbc', 'news', 'voter', 'nationwid', 'disapprov', 'call', 'mueller', 'investig', 'approv', 'mean', 'final', 'begin', 'understand', 'disgust', 'witch', 'hunt', 'led', 'angri', 'democrat']"
483,"['fair', 'nanci', 'pelosi', 'deserv', 'chosen', 'speaker', 'hous', 'democrat', 'give', 'hard', 'time', 'perhap', 'add', 'republican', 'vote', 'earn', 'great', 'honor']"
484,"['democrat', 'think', 'go', 'wast', 'taxpay', 'money', 'investig', 'us', 'hous', 'level', 'likewis', 'forc', 'consid', 'investig', 'leak', 'classifi', 'inform', 'much', 'els', 'senat', 'level', 'two', 'play', 'game']"
485,"['pundit', 'talk', 'head', 'give', 'us', 'proper', 'credit', 'great', 'midterm', 'elect', 'rememb', 'two', 'word', 'fake', 'news']"
486,"['news', 'confer', 'white', 'hous', 'discuss', 'success', 'midterm']"
487,"['work', 'incred', 'midterm', 'elect', 'embrac', 'certain', 'polici', 'principl', 'well', 'say', 'goodby', 'yesterday', 'big', 'win', 'pressur', 'nasti', 'hostil', 'media']"
488,"['ron', 'desanti', 'show', 'great', 'courag', 'hard', 'fought', 'campaign', 'becom', 'governor', 'florida', 'congratul', 'ron', 'famili']"
489,"['receiv', 'mani', 'congratul', 'mani', 'big', 'victori', 'last', 'night', 'includ', 'foreign', 'nation', 'friend', 'wait', 'hope', 'trade', 'deal', 'get', 'back', 'work', 'get', 'thing', 'done']"
490,"['democrat', 'respond', 'think', 'posit', 'republican', 'improv', 'candid', 'tonight', 'realiz', 'import', 'campaign', 'owe', 'polit', 'career', 'thank', 'agre']"
491,"['unbeliev', 'lucki', 'awe', 'well', 'done', 'trump', 'magic', 'trump', 'magic', 'man', 'incred', 'got', 'entir', 'media', 'attack', 'everi', 'day', 'pull', 'enorm', 'win', 'ben', 'stein', 'capitalist', 'code']"
492,"['time', 'last', 'year', 'incumb', 'presid', 'seat', 'senat', 'year', 'elect', 'mr', 'trump', 'magic', 'guy', 'magic', 'come', 'ear', 'astonish', 'vote', 'getter', 'amp', 'campaign', 'republican']"
493,"['tremend', 'success', 'tonight', 'thank']"
494,"['congressman', 'randi', 'hultgren', 'r', 'illinoi', 'great', 'job', 'get', 'vote', 'randi', 'total', 'endors']"
495,"['florida', 'import', 'get', 'vote', 'florida', 'congression', 'candid', 'michael', 'waltz', 'r', 'strong', 'endors']"
496,"['epstein', 'way', 'michigan', 'hous', 'wonder', 'person', 'time', 'real', 'fighter', 'strong', 'endors']"
498,"['bob', 'hugin', 'success', 'life', 'would', 'great', 'senat', 'new', 'jersey', 'complet', 'total', 'endors', 'get', 'vote', 'bob']"
499,"['poll', 'locat']"
517,"['congressman', 'peter', 'king', 'new', 'york', 'hardwork', 'gem', 'love', 'countri', 'state', 'get', 'vote', 'peter']"
518,"['rumor', 'put', 'democrat', 'josh', 'hawley', 'missouri', 'left', 'arena', 'last', 'night', 'earli', 'fake', 'news', 'met', 'plane', 'arriv', 'spoke', 'great', 'ralli', 'amp', 'stay', 'end', 'fact', 'said', 'goodby', 'left', 'decept']"
519,"['fantast', 'even', 'cape', 'girardeau', 'missouri', 'josh', 'tireless', 'champion', 'great', 'job', 'great', 'tax', 'cut', 'tough', 'crime', 'share', 'valu', 'alway', 'support', 'militari', 'vet', 'polic', 'get', 'tomorrow', 'vote', 'josh']"
520,"['vote', 'clair', 'mccaskil', 'vote', 'schumer', 'pelosi', 'water', 'socialist', 'agenda', 'clair', 'vote', 'favor', 'deadli', 'sanctuari', 'citi', 'would', 'rather', 'protect', 'crimin', 'alien', 'american', 'citizen', 'need', 'vote', 'offic', 'vote']"
521,"['fantast', 'even', 'girardeau', 'missouri', 'josh', 'tireless', 'champion', 'great', 'job', 'great', 'tax', 'cut', 'tough', 'crime', 'share', 'valu', 'alway', 'support', 'militari', 'vet', 'polic', 'get', 'tomorrow', 'vote', 'josh']"
524,"['loyal', 'faith', 'countri', 'presid', 'loyal', 'faith', 'get', 'tomorrow']"
525,"['way', 'see', 'soon', 'cape', 'girardeau', 'missouri', 'magar']"
526,"['massiv', 'crowd', 'insid', 'outsid', 'allen', 'counti', 'war', 'memori', 'coliseum', 'fort', 'wayn', 'indiana', 'thank', 'join', 'us', 'tonight', 'make', 'sure', 'get', 'tomorrow']"
527,"['one', 'way', 'stop', 'democrat', 'led', 'assault', 'sovereignti', 'vote', 'republican', 'tomorrow', 'poll', 'locat']"
528,"['thank', 'indiana', 'vote', 'mike', 'indiana', 'vote', 'keep', 'job', 'go', 'wage', 'go', 'healthcar', 'cost', 'come', 'vote', 'keep', 'famili', 'safe', 'amp', 'keep', 'crimin', 'traffick', 'amp', 'drug', 'dealer', 'countri', 'get', 'mike']"
529,"['land', 'fort', 'wayn', 'indiana', 'magar', 'allen', 'counti', 'war', 'memori', 'coliseum', 'see', 'everyon', 'soon']"
530,"['republican', 'creat', 'best', 'economi', 'histori', 'countri', 'hottest', 'job', 'market', 'planet', 'earth', 'democrat', 'agenda', 'socialist', 'nightmar', 'republican', 'agenda', 'american', 'dream']"
531,"['thank', 'ohio', 'enter', 'vote', 'booth', 'tomorrow', 'make', 'simpl', 'choic', 'vote', 'republican', 'vote', 'continu', 'extraordinari', 'prosper', 'vote', 'dem', 'vote', 'bring', 'econom', 'boom', 'crash', 'sudden', 'screech', 'halt', 'vote']"
532,"['someth', 'happen', 'america', 'get', 'tomorrow', 'togeth', 'keep', 'make', 'america', 'great']"
533,"['bill', 'nelson', 'kind', 'empti', 'figur', 'washington', 'never', 'hear', 'name', 'never', 'debat', 'key', 'issu', 'radar', 'chri', 'wallac', 'word', 'nelson', 'stiff']"
535,"['law', 'enforc', 'strongli', 'notifi', 'watch', 'close', 'illeg', 'vote', 'may', 'take', 'place', 'tuesday', 'elect', 'earli', 'vote', 'anyon', 'caught', 'subject', 'maximum', 'crimin', 'penalti', 'allow', 'law', 'thank']"
536,"['rememb', 'florida', 'presid', 'unit', 'state', 'almost', 'two', 'year', 'time', 'senat', 'bill', 'nelson', 'call', 'rick', 'scott', 'call', 'constantli', 'request', 'dollar', 'plu', 'florida', 'great', 'job', 'hurrican', 'vote', 'scott']"
537,"['funni', 'see', 'cnn', 'fake', 'suppress', 'poll', 'fals', 'rhetor', 'watch', 'real', 'result', 'tuesday', 'lucki', 'cnn', 'rate', 'low', 'fall', 'suppress', 'game', 'go', 'amp', 'vote', 'rememb', 'perhap', 'greatest', 'economi', 'job', 'histori', 'countri']"
538,"['need', 'ny', 'elect', 'order', 'get', 'big', 'plan', 'move', 'oppon', 'would', 'disast', 'nobodi', 'work', 'harder', 'claudia', 'produc', 'look', 'forward', 'work', 'togeth', 'strongest', 'endors', 'vote', 'claudia']"
539,"['matter', 'say', 'senat', 'clair', 'mccaskil', 'alway', 'vote', 'us', 'great', 'state', 'missouri', 'vote', 'josh', 'hawley', 'great', 'senat']"
540,"['job', 'florida', 'done', 'tallahasse', 'mayor', 'state', 'crime', 'ridden', 'overtax', 'mess', 'great', 'governor', 'vote']"
541,"['vote', 'tax', 'cut', 'great', 'healthcar', 'suprem', 'court', 'justic', 'mani', 'thing', 'peopl', 'michigan', 'want', 'need', 'automat', 'far', 'left', 'vote', 'control', 'boss', 'john', 'jame', 'truli', 'great', 'senat']"
542,"['dana', 'rohrabach', 'great', 'congressman', 'district', 'peopl', 'cal', 'work', 'hard', 'respect', 'produc', 'dem', 'desper', 'replac', 'dana', 'spend', 'vast', 'sum', 'elect', 'super', 'liber', 'weak', 'crime', 'bad', 'militari', 'amp', 'vet']"
543,"['john', 'jame', 'run', 'republican', 'senat', 'michigan', 'spectacular', 'young', 'star', 'futur', 'make', 'star', 'present', 'distinguish', 'west', 'point', 'grad', 'vet', 'peopl', 'vote', 'schumer', 'puppet', 'debbi', 'stabenow', 'noth', 'michigan']"
544,"['day', 'peopl', 'tennesse', 'go', 'elect', 'blackburn', 'unit', 'state', 'senat', 'protect', 'job', 'defend', 'border', 'continu', 'make', 'america', 'great', 'get', 'tuesday', 'vote', 'marsha']"
545,"['thank', 'join', 'us', 'tonight', 'tennesse', 'god', 'bless', 'u']"
546,"['great', 'back', 'tennesse', 'way', 'mckenzi', 'arena', 'chattanooga', 'huge', 'magar', 'see', 'everyon', 'soon']"
547,"['thank', 'macon', 'georgia', 'get', 'tuesday', 'novemb', 'th', 'vote', 'next', 'governor', 'protect', 'job', 'defend', 'border', 'fight', 'valu', 'continu', 'make', 'america', 'great']"
548,"['way', 'macon', 'georgia', 'crowd', 'massiv', 'pme', 'magar', 'chattanooga', 'tennesse', 'tonight', 'seen', 'pme', 'ralli', 'someth', 'happen', 'everyon', 'need', 'get', 'vote']"
549,"['wow', 'depart', 'white', 'hous', 'shortli', 'see', 'soon', 'georgia', 'maga']"
572,"['new', 'fox', 'poll', 'show', 'approv', 'rate', 'african', 'american', 'presid', 'trump', 'record', 'republican', 'thank', 'great', 'honor']"
573,"['unbeliev', 'crowd', 'florida', 'tonight', 'get', 'vote', 'maga']"
574,"['want', 'protect', 'crimin', 'alien', 'vote', 'democrat', 'want', 'protect', 'law', 'abid', 'american', 'vote', 'republican']"
575,"['great', 'guy', 'team', 'player', 'repres', 'district', 'state', 'countri', 'highest', 'level', 'danni', 'strong', 'militari', 'vet', 'second', 'amend', 'thing', 'strongli', 'stand', 'vote', 'danni', 'strong', 'endors']"
